ID	target	implied_statement
917034961357688833	non-whites	Non-whites don't think white people should have guns.
911003783345385473	black people	Black people are violent toward white people.
918922043512430592	Mixed races	Mixed races are substandard.
941135755862331392	Immigrants	Immigrants should be reported
759399828950544384	Third world citizens	Third world citizens are substandard
608469448677298176	Minorities	Minorities want to destroy Southern culture.
793137646637879297	white people	White people are dying out.
882291372233023488	white Christians	White Christians are racist.
812245414766346240	Muslims	Muslims are violent
737477347440525312	People of color	People of color are getting rid of white people
898541982447828998	Minorities	Minorities are subpar people
866320946986012672	Minorities	Minorities are destroying white culture
901569894243696641	black people	Black people are racist.
943840376368062464	immigrants	immigrants should be deported
885192904653844480	Black folks	Black communities are violent and black people are criminals.
937433237525118976	Liberals	Liberals promote violence on whites
915485276809695232	Muslims	Muslims are hypocrites
909766115856875520	IMMIGRANTS	IMMIGRANTS ARE DEGENERATES
921143664558166018	Whites	Whites are racists
868630145761980417	immigrants	immigrants add to America
728774449395314688	Jews	Jews manipulate and control others.
918319944290332677	Jews	Jews aren't fair.
705100397409603584	Immigrants	Immigrants are inferior
935503153851699200	Yankees	Yankees hate Russians.
923627858542522369	white folks	white supremacy
931375619857715200	Immigrants	Immigrants are a problem
13103371808	Whites	Whites are cowards
877697965199982592	Minorities	Minorities hold double standards
934523761239445504	Jews	Jews control everything
838271235255500800	Muslims	Muslims are bad.
483852414156406784	Blacks	Blacks target whites for crimes.
912685079431991298	Leftists	Leftists don't like white people.
725240442229547009	Immigrants	Immigrants steal jobs.
345662908543406081	non-white people	non-white people are enemies
716511012715823104	Jews	Jews should be considered white
676832594084945920	whites	anti-white actions from social media
898947720110649344	Southern whites	Southern whites want a race war.
943489610423984000	Illegal Immigrants	Illegal immigrants should be deported.
734137543696883713	white nationalists	White nationalists are horrible people.
902594854697488384	Minorities	Minorities promote violence against whites
866840991403094016	white Liberals	White Liberals are bad people.
828428148756926464	whites	whites are discriminated against in the workplace
658709610073722880	Muslims	Muslims are dangerous
840984260492300291	Liberals	Liberals promote hatred of whites
399163141407268864	non-whites	Non-whites are dangerous.
843622372284551040	Immigrants	Immigrants are a threat and must be exterminated.
933013561751818240	Minorities	Minorities are inferior
804442598173642752	Jews and blacks	Jews and blacks don't like white people.
879687431393611778	white people	White people are becoming the minority.
828774290363412480	Whites	Whites promote racism
747526593711509504	Jewish people	Jewish are dumb
474598438076952576	Jews	Jews are gay and are like animals
442868722483875840	Blacks	Blacks blame others
715308966360776704	arabs	Arabs are racists.
847825975463346176	white people	White people deserve love.
896298253695811584	Antifa	Antifa carry weapons.
628401187608489984	Liberals	Liberals are sanctimonious and hypocritical.
846984681241427840	Black folks	Black people are ignorant
921432270703157248	People of color	People of color aren't needed and are inferior to white people
524808228002353152	white people	White people steal ideas.
852244240952418304	Minorities	Minorities want to overturn whites.
915155214151372800	People of color	People of color are inferior to white people
414240031445098496	Jews	Jew people are animals
709871677648326656	Muslims	Muslims should be killed
877697361392226304	white men	White men are dying at an earlier age.
690453179234791424	Jews	Jews want to kill white people.
677981563271933952	Non-aryans	Non-aryans are substandard
653347190383906816	Muslims	Opposing Muslims is racism
205515524199809027	white people	White people are in danger.
896321894839971840	white people	White people think they are better than other people.
884411995298058240	Jews	Jews should be deported
537228821607743424	Protestors	Protestors should be killed
356272514093166595	Black people	Black people are violent
457566470256742400	Muslims	Muslims are arrogant
852903030060089348	Muslims	Muslims are hate groups that want to kill.
937906710085275648	Muslims	Muslims are a threat
766335807280078848	Blacks	Blacks are low class
924044474430484481	Minorities	Minorities want to destroy white culture.
918922735044116480	White Antifa members	Enjoy a multicultural America.
685842262224429056	British bankers	British bankers are self-serving
436526695139385344	Jews	Jews are hypdocrits.
665369814647439360	Jews	Jews are anti-white
898220948121280512	white people	white people are trashy
829204331488493440	Gingers	Gingers have AIDS
938414901328072832	immigrants	immigrants aren't worth basic rights unless they prove themselves to their betters
922592050465386496	non-white people	non-white people are undesirable
622970106239418368	White people	White people are beautiful.
GAB_9625	Jewish people	Jewish people are subhuman
943161289127407616	Muslims	Muslims are decadent
685312744736841729	non-white people	non-white people are dangerous
820503341184782337	Minorities	Minorities are killing out the white race
723408517147697153	Minorities	Minorities are inferior to whites.
703954363086200832	Black folks	Black people are stupid
817113896716800004	Blacks	Blacks are hypocrites.
676517641188737028	Non-white people	Non-white people are criminals.
835594050484994049	liberals	liberals are against white people.
899870488100454400	Minorities	Minorities are less than whites.
715016815022366720	Immigrants	Immigrants should be killed
885243958741413888	Liberals	Liberals are stupid
897920912103620608	Whites	Whites are separatists
602949805325864960	whites	White people are superior.
937751726966427648	Minorities	Minorities oppress whites
728816151233331200	Immigrants	Immigrants are racists
863760770328399873	Minorities	Minorities are pushing out whites.
913942525425049600	White conservatives	White conservatives look down on poor whites.
902298943840595968	white people	white people are inferior
941794510924902400	Immigrants	Immigrants from daca have to be deported
790843038708805632	Minorities	Minorities are subpar races of people
833532586144256000	media	Media doesn't believe in pedophilia.
659452248687296512	Multiracials	Multiracials are abnormal
824013440343740416	Immigrants	Immigrants are bad and deserve to have their pets taken away
545229250736181248	white people	White people think they are better than other races.
538514207705399296	black people	Black people hate white people.
892772222653403138	racists	racists are realists
397912806088912896	White people	White people don't like to mix with other races.
